duration,credit_amount,age,installment_commitment,residence_since,existing_credits,num_dependents,checking_status,credit_history,purpose,savings_status,employment,default
62,10690,37,1,6,2,2,A11,A30,A40,A61,A74,0
37,8575,34,2,7,2,0,A14,A32,A43,A63,A74,1
12,3494,74,2,7,2,1,A14,A31,A46,A65,A72,1
55,5729,28,1,5,3,0,A14,A34,A410,A62,A74,1
13,2510,30,2,6,3,0,A13,A32,A42,A65,A73,0
23,7877,42,3,3,2,2,A14,A34,A47,A64,A72,0
30,13536,37,1,4,2,1,A14,A32,A45,A62,A74,0
17,17714,42,3,6,3,0,A13,A34,A41,A65,A74,0
62,548,59,3,3,2,0,A13,A31,A48,A62,A71,0
13,4710,62,1,7,1,2,A13,A30,A48,A65,A71,0
59,18062,66,3,3,2,2,A12,A31,A46,A62,A74,0
19,15338,48,3,9,3,1,A11,A32,A49,A65,A72,0
49,16538,70,3,4,2,2,A11,A33,A47,A65,A73,0
12,8378,18,1,2,2,1,A12,A30,A49,A62,A74,1
61,16954,69,1,6,1,1,A12,A34,A40,A61,A73,0
19,15847,33,1,9,2,0,A12,A30,A45,A62,A72,0
9,8379,65,2,2,3,0,A13,A30,A48,A65,A75,0
71,18661,45,3,4,3,0,A14,A31,A45,A63,A72,0
28,13754,38,2,5,1,0,A13,A32,A42,A64,A75,0
52,7880,47,2,9,1,0,A14,A31,A41,A61,A71,0
16,2728,20,3,7,3,1,A11,A32,A47,A62,A73,0
69,10314,51,1,5,2,0,A14,A33,A410,A64,A71,0
12,9388,23,2,6,3,0,A12,A31,A43,A61,A73,0
25,6891,60,1,9,1,0,A11,A33,A40,A63,A72,1
52,9929,46,1,4,3,1,A14,A32,A47,A64,A74,0
53,19290,20,3,2,1,2,A12,A30,A40,A62,A74,0
23,1137,50,2,5,3,2,A14,A33,A41,A63,A75,1
16,17833,28,2,7,2,0,A14,A33,A40,A62,A74,0
57,10596,62,1,4,2,2,A14,A32,A47,A64,A73,0
39,4087,22,3,1,1,1,A11,A32,A42,A62,A74,0
53,1611,67,2,8,2,0,A14,A31,A48,A63,A71,1
42,8867,49,1,5,1,1,A12,A31,A410,A63,A74,0
58,1222,64,1,2,2,1,A14,A32,A46,A64,A71,0
39,5366,35,1,3,3,0,A12,A33,A45,A64,A75,0
14,10639,64,3,5,2,1,A13,A34,A410,A65,A75,1
5,17586,37,3,4,3,0,A11,A31,A45,A63,A72,0
35,2628,69,1,9,1,1,A13,A32,A49,A65,A72,1
18,9618,69,1,9,2,2,A13,A34,A40,A62,A72,0
9,3017,56,3,8,2,2,A11,A34,A47,A64,A71,0
58,18033,66,1,2,3,2,A13,A34,A49,A61,A72,0
17,14728,57,1,5,1,1,A12,A34,A410,A62,A75,0
7,14679,45,3,8,2,0,A12,A30,A42,A65,A74,0
46,18762,30,1,8,1,2,A12,A31,A42,A63,A71,0
13,10175,43,1,7,1,0,A12,A34,A42,A64,A72,1
40,809,33,1,4,2,2,A13,A34,A410,A64,A72,1
42,4452,42,3,3,3,2,A11,A32,A48,A62,A75,0
9,19933,27,3,8,1,1,A13,A32,A44,A62,A74,0
50,14371,46,3,8,1,2,A11,A30,A41,A64,A73,1
27,10192,63,2,5,2,0,A11,A34,A43,A65,A74,0
66,515,55,2,3,1,0,A13,A30,A46,A63,A72,0
5,17489,37,2,5,2,2,A13,A32,A49,A64,A72,1
29,16505,71,2,4,1,0,A12,A31,A40,A64,A74,0
37,14778,43,3,8,3,0,A11,A33,A41,A62,A74,0
38,15317,49,1,2,3,0,A11,A33,A47,A63,A75,0
8,10259,56,3,8,3,0,A14,A30,A47,A64,A73,1
65,16164,55,2,6,3,0,A11,A32,A42,A62,A71,1
17,6912,66,3,4,2,2,A12,A33,A44,A61,A71,1
71,10696,70,1,3,2,0,A11,A34,A47,A64,A73,0
45,9007,41,2,5,2,0,A14,A31,A49,A61,A75,1
4,5320,48,1,6,2,2,A14,A32,A48,A63,A74,0
36,8335,57,1,1,2,1,A11,A30,A410,A63,A72,1
70,2349,29,1,1,3,0,A12,A32,A41,A64,A73,0
31,14087,74,2,3,1,1,A14,A31,A49,A65,A75,0
19,2453,53,3,2,1,1,A14,A32,A47,A62,A73,0
61,19653,27,2,1,3,2,A14,A30,A42,A62,A72,1
54,13231,23,2,8,3,1,A13,A34,A48,A65,A71,1
39,19930,24,3,1,2,1,A12,A32,A44,A61,A74,0
19,7340,70,3,8,2,1,A12,A30,A44,A63,A75,0
39,5566,48,3,5,1,2,A13,A34,A410,A64,A71,0
67,2915,44,3,4,1,0,A11,A33,A43,A62,A72,0
45,2889,25,1,8,2,2,A14,A32,A47,A62,A73,0
13,16711,20,2,8,2,2,A14,A34,A40,A64,A75,1
58,1263,57,2,8,3,2,A13,A33,A45,A64,A75,1
20,17699,64,2,3,2,0,A11,A32,A46,A62,A71,0
61,6755,38,3,8,3,1,A12,A32,A47,A62,A71,1
39,17761,18,2,1,2,0,A11,A31,A43,A62,A72,0
1,7673,62,1,4,1,1,A12,A32,A48,A64,A71,1
3,11018,71,2,5,3,0,A14,A32,A42,A61,A75,1
62,10752,67,2,6,1,2,A11,A34,A47,A62,A74,0
63,12947,32,1,5,3,2,A12,A30,A49,A61,A72,0
25,15589,24,1,5,3,1,A11,A31,A410,A62,A72,0
56,9895,32,2,5,1,2,A11,A32,A49,A64,A74,0
33,12567,42,3,9,1,2,A11,A34,A44,A65,A72,1
38,19707,20,3,3,2,0,A13,A34,A44,A61,A72,0
6,5787,47,2,2,3,1,A12,A30,A46,A65,A71,0
58,13961,31,2,2,2,0,A12,A33,A44,A62,A72,0
44,13902,69,2,8,3,0,A14,A32,A46,A62,A75,0
45,7933,21,2,5,2,2,A12,A33,A48,A64,A71,0
32,11784,53,3,5,1,0,A14,A30,A44,A65,A73,0
45,5326,20,2,6,1,1,A13,A34,A41,A65,A75,1
61,4164,22,1,9,2,2,A14,A33,A49,A62,A73,1
47,11028,42,3,7,1,1,A14,A30,A45,A63,A71,0
21,997,48,3,5,2,1,A13,A33,A48,A63,A75,0
36,8141,28,1,5,3,1,A13,A34,A48,A65,A71,0
19,5143,25,2,9,3,1,A13,A32,A44,A65,A73,1
20,5556,43,2,9,1,0,A11,A31,A410,A61,A74,1
57,631,19,2,2,1,2,A12,A34,A41,A62,A72,0
18,5943,45,2,7,1,0,A11,A33,A45,A63,A74,0
47,17741,65,2,1,3,2,A14,A32,A43,A64,A74,0
49,13943,74,1,4,2,0,A13,A31,A43,A61,A71,0
14,9212,27,2,2,1,2,A13,A30,A42,A63,A71,1
15,8721,67,1,9,2,1,A11,A32,A40,A62,A72,1
31,16160,56,1,6,1,1,A14,A34,A48,A62,A74,1
1,6647,54,1,4,1,0,A12,A33,A45,A62,A75,0
54,12088,56,2,3,1,0,A14,A31,A49,A63,A71,0
3,5104,38,2,4,2,1,A13,A32,A410,A62,A74,1
16,9952,45,3,2,2,0,A14,A31,A42,A64,A73,0
57,18442,55,3,5,2,0,A11,A31,A40,A62,A71,0
12,16899,73,1,9,3,2,A14,A32,A45,A61,A72,0
16,4105,50,3,6,3,2,A11,A33,A43,A64,A74,0
24,13784,28,1,2,3,2,A14,A30,A40,A61,A71,0
28,2107,62,3,6,2,0,A14,A32,A49,A61,A72,0
8,12209,61,2,9,3,1,A11,A30,A43,A65,A72,0
36,2516,18,2,4,1,1,A11,A31,A41,A65,A73,1
8,4074,70,1,1,2,1,A12,A31,A42,A62,A72,0
58,14041,64,1,2,1,1,A12,A33,A49,A64,A71,1
60,7774,50,2,5,1,2,A14,A32,A49,A63,A71,1
50,10435,20,2,7,2,2,A13,A32,A46,A65,A75,0
28,16248,43,2,8,1,0,A13,A34,A46,A64,A74,0
41,6906,32,3,3,2,1,A12,A33,A44,A65,A74,1
64,12326,58,3,9,3,0,A12,A32,A49,A64,A73,1
27,17972,31,3,2,2,1,A14,A31,A41,A62,A74,0
63,1861,40,3,4,2,1,A11,A33,A48,A61,A72,1
17,4973,71,1,4,1,0,A11,A34,A48,A65,A71,0
33,7819,73,1,6,1,2,A11,A34,A48,A61,A72,0
29,9167,25,3,6,1,0,A13,A31,A45,A61,A74,1
13,9981,71,1,3,1,0,A13,A32,A40,A63,A75,0
46,9020,53,3,9,1,1,A13,A31,A45,A63,A74,0
35,18070,37,3,5,1,2,A13,A34,A410,A62,A73,0
6,4036,69,2,2,1,0,A11,A33,A47,A64,A71,0
69,2273,23,3,6,1,2,A14,A32,A43,A62,A72,0
47,10755,50,1,3,1,2,A14,A31,A45,A64,A74,0
25,3058,45,3,8,2,2,A13,A32,A410,A63,A71,0
66,5579,67,2,3,1,2,A13,A33,A47,A62,A72,0
10,14841,55,1,5,1,1,A11,A34,A45,A64,A74,0
56,10481,47,2,4,2,1,A11,A31,A43,A63,A74,0
30,4024,63,3,4,3,1,A14,A34,A46,A64,A74,0
5,9498,60,3,2,3,1,A12,A31,A44,A62,A73,0
33,14197,34,3,8,2,1,A14,A32,A410,A65,A73,0
65,19550,26,3,3,3,0,A14,A30,A410,A65,A72,0
18,14106,45,1,4,1,2,A14,A31,A40,A62,A72,0
49,13929,71,3,6,1,1,A11,A31,A42,A61,A71,0
11,16539,24,2,9,1,2,A13,A34,A42,A65,A75,0
26,7640,63,1,4,3,1,A11,A30,A40,A65,A71,0
63,9285,45,1,3,2,1,A13,A30,A43,A65,A75,0
59,15401,34,1,5,1,0,A12,A30,A41,A61,A74,0
27,3780,57,2,9,2,2,A12,A30,A49,A63,A74,0
49,2712,65,2,1,2,1,A12,A33,A40,A63,A71,0
33,15713,61,2,5,1,1,A13,A32,A45,A61,A73,1
1,8578,61,2,4,2,0,A14,A31,A46,A61,A73,0
21,16436,22,3,5,2,2,A13,A32,A43,A62,A72,0
55,17497,22,3,7,1,2,A12,A32,A44,A62,A72,0
6,14774,31,2,7,2,1,A14,A32,A48,A62,A71,1
69,1368,23,2,7,3,0,A12,A32,A47,A63,A73,0
5,17695,24,3,1,1,0,A13,A33,A41,A64,A74,1
3,16542,72,3,9,1,1,A14,A34,A49,A65,A74,0
53,15907,70,2,7,1,2,A13,A33,A42,A62,A73,1
23,16754,34,1,4,1,1,A13,A31,A48,A65,A71,0
53,2244,26,1,4,1,2,A13,A30,A44,A61,A72,0
37,2756,48,2,2,1,0,A14,A34,A40,A63,A71,0
17,12359,39,1,6,1,1,A12,A31,A48,A62,A73,1
1,5923,62,3,3,3,1,A12,A30,A47,A64,A71,0
51,5589,26,1,1,2,1,A14,A33,A49,A63,A73,0
45,7108,33,2,5,3,2,A11,A32,A46,A61,A71,0
4,10217,53,1,6,2,2,A14,A31,A46,A65,A75,0
62,18353,51,1,5,1,0,A11,A32,A47,A63,A74,1
65,19559,62,1,5,3,2,A13,A32,A410,A65,A75,0
32,18397,30,3,8,1,2,A12,A32,A43,A62,A73,0
34,5376,36,3,1,2,1,A13,A34,A46,A61,A74,0
39,18335,29,3,8,3,0,A11,A30,A47,A64,A75,0
26,3507,53,2,7,3,0,A14,A32,A410,A63,A71,1
34,14825,27,1,1,2,1,A13,A31,A49,A65,A71,0
54,3624,33,3,9,2,2,A14,A34,A42,A61,A74,0
3,2253,45,3,4,3,2,A14,A30,A41,A61,A73,0
50,18496,73,1,7,3,1,A11,A31,A41,A62,A75,0
12,3775,36,2,3,3,1,A14,A34,A46,A63,A73,0
65,9247,57,1,8,2,2,A11,A34,A48,A62,A71,0
54,12943,23,2,4,1,0,A14,A30,A47,A62,A72,1
5,18933,21,1,2,3,1,A14,A32,A49,A62,A72,1
57,1324,47,3,2,2,2,A14,A31,A49,A61,A73,0
17,14380,56,3,8,3,1,A12,A33,A46,A65,A71,0
47,11541,48,3,8,2,0,A14,A32,A48,A65,A71,1
23,19914,63,2,1,3,0,A13,A33,A43,A64,A72,0
14,1581,44,1,6,2,2,A12,A31,A49,A64,A72,0
66,12017,62,2,9,2,0,A11,A33,A46,A65,A75,0
51,17376,38,3,9,3,1,A14,A33,A44,A62,A75,0
38,5264,54,2,2,2,0,A11,A30,A40,A61,A72,0
64,8766,26,2,8,2,2,A13,A30,A49,A62,A73,0
38,11683,52,2,8,2,1,A13,A30,A43,A62,A74,0
50,17212,59,1,4,2,0,A13,A33,A40,A62,A71,0
30,13377,64,2,4,2,0,A13,A33,A40,A63,A71,0
51,10482,69,2,5,2,0,A14,A34,A46,A63,A71,0
63,9468,38,2,7,2,2,A11,A34,A42,A62,A75,0
52,15139,34,3,1,2,2,A11,A30,A48,A64,A72,0
38,5174,72,3,9,3,0,A11,A34,A410,A64,A75,0
30,4816,41,1,3,2,1,A12,A32,A46,A65,A72,0
51,15814,48,3,4,1,0,A12,A34,A410,A61,A73,0
5,10195,23,1,7,3,1,A14,A34,A45,A63,A75,0
29,16314,74,3,5,3,1,A12,A32,A41,A62,A72,0
4,8879,52,1,5,1,2,A13,A32,A44,A63,A73,0
10,1714,67,1,1,2,0,A14,A31,A47,A65,A75,0
56,12138,54,1,2,1,2,A14,A33,A43,A64,A71,1
17,11213,30,3,5,1,0,A14,A33,A47,A64,A73,0
17,16477,42,2,2,1,1,A11,A30,A48,A61,A75,0
69,12571,49,3,1,3,2,A12,A31,A47,A61,A72,0
34,3636,18,2,3,2,2,A13,A31,A45,A65,A71,1
6,7118,66,3,1,3,2,A14,A31,A41,A61,A72,1
53,5765,52,2,8,2,1,A13,A31,A47,A65,A74,0
66,8465,36,3,8,1,2,A14,A34,A43,A63,A74,1
43,10097,70,1,8,3,0,A13,A31,A40,A62,A75,0
23,9208,69,1,7,2,0,A11,A30,A44,A64,A73,0
55,7069,71,1,7,2,1,A13,A33,A42,A62,A73,1
16,18375,29,2,2,1,2,A12,A31,A42,A63,A75,1
8,5713,57,2,9,3,0,A13,A33,A46,A61,A75,0
4,12381,57,1,7,3,2,A14,A32,A40,A64,A71,1
4,4728,64,2,5,3,0,A14,A30,A42,A61,A72,0
56,4909,60,1,4,3,1,A11,A32,A49,A62,A72,1
25,1090,37,3,8,3,0,A11,A31,A45,A61,A74,1
67,19940,50,2,5,3,0,A14,A34,A47,A65,A74,1
67,19090,46,2,6,3,0,A14,A34,A45,A62,A75,0
27,3208,33,3,4,1,1,A13,A30,A410,A61,A73,1
32,6481,31,2,2,2,0,A14,A31,A43,A62,A73,1
50,12721,24,2,7,1,1,A11,A31,A47,A61,A71,0
61,17631,23,2,2,2,1,A11,A31,A49,A61,A74,0
51,14285,38,3,7,2,0,A12,A31,A44,A62,A71,0
19,7053,53,1,7,2,2,A12,A30,A49,A63,A72,0
21,18381,39,1,1,3,0,A14,A30,A45,A62,A75,0
5,1879,57,3,3,3,1,A13,A30,A40,A64,A73,0
42,7860,71,3,3,2,2,A14,A34,A43,A64,A74,0
61,4270,36,3,6,2,0,A11,A31,A410,A63,A74,0
22,14949,42,1,3,3,0,A11,A32,A43,A61,A75,0
21,9588,20,3,9,3,0,A11,A33,A44,A62,A75,0
70,2046,53,1,5,2,0,A14,A30,A40,A61,A74,0
1,6708,62,3,6,2,0,A14,A30,A43,A61,A74,0
5,16850,70,2,6,1,2,A12,A34,A410,A64,A73,0
12,9375,51,1,8,3,0,A11,A34,A46,A62,A73,0
46,1795,28,1,3,3,1,A12,A33,A45,A65,A75,0
34,16361,65,3,9,2,1,A11,A34,A49,A64,A72,1
49,14473,59,2,7,1,2,A12,A30,A44,A61,A72,0
45,18269,64,1,6,3,1,A14,A31,A410,A61,A75,0
27,14981,44,3,1,1,2,A13,A31,A40,A65,A75,1
26,17826,59,2,4,1,1,A13,A34,A47,A61,A71,0
47,3780,19,1,5,3,2,A11,A33,A44,A63,A72,0
56,14097,23,3,2,2,0,A14,A31,A47,A65,A74,0
63,17917,63,2,1,1,1,A11,A30,A410,A61,A71,0
48,3286,19,1,2,2,1,A12,A31,A45,A64,A71,0
61,2733,59,1,8,3,2,A14,A33,A46,A64,A75,0
26,2120,34,2,6,1,2,A12,A34,A49,A63,A73,0
36,4035,57,3,2,2,2,A12,A32,A49,A65,A71,0
1,3382,65,3,9,1,1,A11,A31,A40,A65,A75,1
8,17054,31,2,8,1,2,A12,A30,A45,A61,A71,1
52,10245,27,1,4,1,0,A11,A33,A42,A61,A73,0
47,4397,62,2,7,3,2,A12,A31,A42,A62,A75,1
56,16361,50,2,3,2,0,A11,A32,A42,A63,A73,0
14,3337,59,2,6,1,0,A12,A34,A45,A65,A73,0
28,9099,71,1,3,2,2,A12,A31,A47,A61,A74,1
2,16411,29,2,3,3,0,A12,A33,A42,A65,A73,1
26,7221,49,2,9,1,0,A11,A31,A42,A63,A73,1
14,17563,66,1,6,1,0,A14,A34,A44,A64,A73,1
59,5987,41,1,8,1,2,A13,A33,A45,A63,A72,0
56,15621,31,2,4,2,2,A13,A32,A45,A65,A74,0
7,736,22,3,4,2,0,A11,A30,A46,A61,A72,0
3,12129,68,2,8,1,1,A11,A34,A46,A65,A73,1
23,12049,22,1,7,2,0,A13,A31,A410,A62,A72,0
18,2923,64,1,5,2,2,A14,A32,A42,A63,A75,0
38,13406,49,1,2,1,0,A14,A33,A44,A62,A72,0
15,15488,62,3,6,1,0,A13,A33,A40,A65,A75,1
64,1532,66,1,1,1,2,A12,A33,A40,A65,A71,0
28,6839,50,3,7,3,2,A12,A31,A41,A62,A74,0
39,3440,63,1,9,1,1,A11,A34,A41,A61,A72,1
57,12762,21,1,5,1,0,A13,A32,A46,A61,A71,0
17,12152,74,2,5,1,0,A13,A33,A44,A63,A73,1
44,5442,47,3,7,1,0,A11,A30,A42,A62,A75,0
25,7461,58,2,5,1,1,A14,A34,A46,A63,A72,1
17,8230,34,3,4,1,1,A14,A32,A42,A63,A71,1
13,1133,20,1,1,1,0,A13,A32,A42,A64,A71,1
25,7322,30,1,6,1,2,A12,A33,A43,A63,A74,0
68,6987,61,3,9,3,0,A13,A30,A44,A63,A73,0
10,15631,65,2,4,2,0,A13,A33,A47,A64,A74,1
67,6238,53,3,4,3,0,A12,A34,A48,A63,A72,1
18,3598,35,3,5,3,2,A13,A31,A44,A63,A73,0
34,8597,40,3,6,1,1,A14,A34,A47,A63,A72,0
8,13636,52,1,3,1,1,A14,A30,A42,A62,A75,1
40,5976,66,3,9,1,0,A12,A31,A410,A64,A72,0
42,8753,50,1,1,1,0,A14,A32,A46,A61,A73,1
41,18701,68,2,6,2,0,A12,A33,A42,A63,A72,0
6,5387,71,1,6,2,2,A12,A34,A49,A62,A74,0
52,19482,53,2,8,3,0,A13,A33,A42,A62,A71,1
26,12143,34,2,5,2,2,A12,A34,A43,A62,A72,0
64,9992,56,2,9,3,0,A14,A33,A41,A64,A73,0
59,3153,51,1,9,1,0,A14,A31,A46,A64,A74,1
56,1954,29,3,2,3,0,A11,A33,A45,A65,A73,0
59,18022,22,1,5,3,1,A14,A30,A410,A63,A75,0
70,6307,65,2,7,2,0,A13,A30,A42,A61,A71,0
33,3692,57,3,2,3,0,A12,A33,A40,A61,A74,0
53,13312,72,1,7,1,0,A14,A32,A49,A65,A71,1
22,16275,44,2,9,1,0,A11,A30,A42,A61,A72,0
21,10902,57,2,8,1,2,A11,A34,A43,A63,A71,1
70,13574,30,3,9,1,2,A12,A33,A49,A61,A72,0
70,15745,43,1,4,2,0,A14,A33,A40,A63,A74,0
4,4259,31,3,8,3,2,A14,A30,A47,A64,A73,0
62,19913,49,3,9,3,0,A11,A32,A41,A64,A74,0
62,16183,28,3,2,3,0,A14,A34,A42,A63,A73,1
24,12960,55,3,3,3,2,A14,A30,A44,A63,A73,0
55,16947,33,1,1,1,2,A12,A30,A48,A64,A71,0
9,15960,72,3,1,2,0,A14,A31,A45,A63,A73,0
3,18229,74,2,6,3,1,A14,A30,A42,A65,A75,0
31,17858,39,2,1,3,0,A11,A34,A42,A64,A75,0
40,10314,74,2,5,2,0,A13,A31,A47,A61,A71,0
36,14390,64,3,6,3,1,A14,A32,A43,A64,A71,0
24,2240,33,2,9,2,2,A12,A32,A44,A61,A74,0
6,11718,30,1,6,3,1,A11,A30,A43,A61,A75,0
66,6555,29,3,4,2,0,A11,A34,A410,A65,A75,1
4,2454,35,3,1,3,2,A12,A32,A48,A64,A73,0
6,17163,46,3,6,1,1,A13,A34,A47,A64,A74,0
51,19275,35,1,7,3,1,A14,A34,A46,A65,A74,0
62,9732,63,3,5,1,0,A14,A31,A43,A64,A74,0
57,6939,19,3,6,2,1,A12,A30,A48,A61,A72,0
66,1461,71,2,8,1,0,A11,A34,A410,A63,A73,0
8,18101,19,2,1,3,2,A12,A34,A47,A65,A71,1
26,6507,20,3,8,1,1,A13,A34,A47,A65,A74,0
51,18276,46,1,2,1,2,A11,A30,A49,A63,A73,1
45,2576,73,2,2,3,2,A13,A31,A41,A61,A73,0
44,6696,25,3,8,2,0,A13,A34,A44,A63,A73,0
5,16792,28,2,2,1,1,A11,A33,A45,A64,A75,1
70,10815,29,2,8,3,2,A13,A31,A45,A63,A71,0
26,12285,49,1,5,1,1,A11,A30,A48,A65,A74,0
68,8642,21,3,9,2,1,A13,A32,A43,A62,A71,0
19,6760,26,2,9,2,1,A13,A34,A46,A64,A71,1
20,16034,41,3,8,2,1,A11,A33,A48,A63,A75,0
12,5341,66,1,9,1,2,A13,A32,A44,A63,A71,1
47,13884,73,1,7,3,1,A13,A32,A410,A61,A71,0
1,17943,33,2,8,2,0,A14,A34,A45,A64,A73,0
14,2422,34,1,6,3,0,A13,A34,A40,A61,A73,0
64,12491,64,2,9,2,1,A12,A32,A46,A65,A74,0
38,6601,69,3,2,1,1,A13,A33,A44,A65,A72,0
37,2973,39,2,3,1,0,A12,A31,A43,A61,A74,0
11,8608,24,2,2,2,1,A11,A34,A42,A64,A74,0
3,15950,27,1,6,3,2,A11,A34,A40,A61,A73,0
33,10543,46,3,3,3,1,A14,A30,A44,A61,A71,0
6,16710,53,3,1,2,1,A11,A34,A42,A64,A75,0
50,5049,41,2,4,1,2,A12,A30,A47,A65,A74,0
10,1094,73,3,5,3,1,A11,A32,A43,A62,A72,0
5,17390,63,3,4,3,2,A11,A33,A42,A61,A74,1
23,5389,31,2,6,1,2,A13,A30,A40,A61,A71,0
10,8712,31,2,3,3,0,A12,A30,A49,A63,A74,0
44,18283,42,3,6,2,0,A12,A31,A41,A64,A71,0
2,3701,63,2,1,1,1,A12,A32,A49,A63,A71,0
13,8354,39,1,6,2,0,A11,A30,A41,A65,A75,0
40,7263,69,3,8,1,1,A12,A30,A40,A63,A75,0
2,11153,67,2,8,2,1,A11,A32,A47,A64,A74,1
65,5690,64,3,1,2,0,A11,A34,A44,A61,A75,0
63,14215,40,3,7,2,0,A14,A33,A41,A61,A72,1
17,6181,49,1,4,3,1,A14,A32,A47,A62,A73,0
9,4178,43,1,6,3,1,A11,A31,A49,A65,A74,1
15,14602,68,3,6,2,1,A11,A31,A44,A61,A75,0
24,17220,44,1,5,2,2,A13,A33,A49,A63,A72,0
38,2167,62,2,9,1,1,A14,A31,A44,A62,A73,0
35,17793,29,3,8,3,1,A12,A32,A41,A62,A72,0
49,8704,36,1,6,2,1,A14,A34,A47,A65,A74,0
69,5622,36,3,4,3,0,A14,A31,A42,A62,A73,0
62,11717,69,3,4,1,0,A14,A32,A43,A64,A75,0
60,16083,51,2,9,2,2,A12,A31,A44,A63,A71,0
50,1473,49,2,4,3,1,A11,A30,A49,A62,A75,0
9,1908,46,2,7,1,1,A14,A30,A48,A61,A71,1
34,10635,38,1,6,2,1,A14,A34,A41,A63,A72,0
35,19172,52,1,2,3,1,A11,A30,A47,A65,A71,0
1,9238,59,1,5,1,1,A11,A30,A44,A62,A71,1
40,14849,22,2,3,1,1,A13,A31,A410,A63,A72,0
64,1718,29,3,9,3,0,A14,A31,A48,A61,A72,0
22,18304,24,2,1,2,2,A11,A33,A48,A62,A71,0
60,3877,58,1,4,3,0,A12,A34,A49,A65,A71,0
64,11464,19,1,4,1,0,A12,A30,A42,A65,A74,0
11,4598,42,1,9,1,0,A13,A33,A48,A65,A75,0
14,19622,27,2,1,2,2,A14,A31,A46,A62,A73,0
60,8119,55,1,2,3,1,A11,A33,A48,A62,A72,0
30,12439,61,2,1,2,2,A12,A30,A46,A62,A72,1
35,18726,23,3,1,2,0,A13,A33,A47,A61,A71,1
37,19700,44,2,1,1,0,A14,A32,A43,A65,A72,1
5,17378,52,1,3,3,0,A12,A34,A44,A63,A75,0
26,7060,27,3,4,3,0,A13,A30,A45,A63,A74,0
62,6010,26,1,2,1,1,A11,A32,A43,A62,A74,1
4,3944,37,3,1,1,0,A12,A33,A47,A65,A71,1
42,8043,54,1,5,3,0,A14,A30,A44,A65,A71,0
18,12929,52,2,6,2,1,A12,A33,A42,A62,A73,1
40,7753,54,1,2,2,0,A11,A34,A40,A61,A75,0
39,14275,57,2,3,3,1,A11,A34,A40,A63,A72,0
14,545,25,2,3,2,2,A13,A31,A47,A63,A71,0
32,16097,63,3,2,2,1,A11,A32,A42,A64,A73,0
51,2557,73,2,4,1,0,A14,A34,A410,A62,A74,0
38,1163,71,2,5,2,1,A14,A32,A49,A63,A72,0
23,5168,48,2,8,1,0,A12,A33,A43,A63,A74,0
63,18913,66,3,6,2,0,A12,A32,A46,A61,A74,0
15,6217,60,1,9,3,2,A11,A30,A40,A62,A75,0
25,3196,33,1,3,1,0,A11,A31,A45,A62,A71,1
17,13700,45,2,9,3,0,A11,A32,A40,A63,A71,0
66,16601,23,2,4,1,0,A11,A32,A42,A63,A71,0
53,9331,49,1,8,2,1,A12,A34,A43,A65,A74,0
51,19547,45,2,7,3,0,A14,A30,A410,A64,A73,0
39,19629,28,1,7,1,0,A13,A34,A46,A63,A75,0
51,5504,59,3,9,3,0,A12,A32,A41,A62,A75,0
70,13656,40,2,2,3,2,A12,A33,A47,A65,A74,0
6,4902,47,2,5,2,2,A14,A34,A45,A61,A71,0
67,11287,26,1,3,1,1,A13,A34,A49,A62,A73,1
7,15162,45,1,7,2,2,A14,A30,A41,A65,A71,0
51,6412,41,3,3,3,2,A11,A34,A42,A62,A75,0
42,894,45,2,5,1,1,A13,A34,A43,A62,A73,1
64,15135,41,1,5,3,2,A12,A31,A45,A62,A72,0
15,4097,32,3,2,3,0,A11,A32,A40,A63,A72,1
29,11024,56,1,1,1,0,A11,A30,A44,A63,A74,0
33,829,67,1,6,3,0,A11,A34,A47,A64,A72,1
27,17656,50,3,1,1,2,A11,A32,A46,A61,A75,0
36,2145,64,3,9,1,1,A11,A30,A410,A61,A75,1
29,18671,51,3,5,1,2,A11,A34,A42,A63,A72,0
38,10315,39,3,1,3,1,A13,A33,A410,A62,A74,0
57,17883,46,3,8,2,0,A11,A31,A41,A62,A74,0
27,2348,51,3,1,3,1,A13,A30,A41,A65,A73,0
55,2061,59,2,4,3,0,A13,A33,A49,A65,A72,1
33,1273,69,3,7,1,2,A14,A30,A44,A65,A72,0
68,7811,64,2,4,2,2,A14,A30,A47,A61,A75,0
66,15703,27,1,5,1,1,A13,A31,A45,A61,A72,0
10,18687,68,1,7,3,2,A11,A33,A45,A65,A71,0
5,9790,71,3,4,2,1,A14,A34,A46,A65,A74,0
38,2550,62,1,5,1,2,A11,A32,A40,A65,A74,0
13,17631,47,3,7,3,2,A11,A33,A42,A61,A73,1
31,4473,73,3,1,3,2,A14,A30,A410,A63,A72,0
47,2115,28,2,3,2,1,A14,A33,A44,A62,A74,1
52,15050,71,1,1,3,1,A14,A32,A46,A63,A72,0
56,10994,51,3,3,3,1,A11,A33,A45,A61,A75,0
15,6006,38,1,2,3,2,A12,A32,A40,A61,A74,0
29,13554,30,2,5,3,0,A12,A31,A48,A65,A72,0
8,14361,71,1,5,2,1,A14,A30,A42,A63,A72,0
5,12087,42,2,9,3,0,A11,A34,A46,A61,A73,0
29,14015,71,2,8,3,1,A12,A33,A40,A64,A74,1
47,6354,38,2,3,3,1,A14,A31,A40,A63,A71,1
